,index,X,Y,Spatial Step,Event,Time Start,Time Span,Accuracy,Motor_Status
1193,41,6,2,3,SR,-0.6,0.2,0.4838709677419355,0.0
1194,42,6,3,3,SR,-0.6,0.2,0.5161290322580645,1.0
1195,43,6,4,3,SR,-0.6,0.2,0.5806451612903226,1.0
1196,44,6,5,3,SR,-0.6,0.2,0.4516129032258064,1.0
1197,45,6,6,3,SR,-0.6,0.2,0.4193548387096774,1.0
1198,46,6,7,3,SR,-0.6,0.2,0.5161290322580645,1.0
1199,47,6,8,3,SR,-0.6,0.2,0.4516129032258064,1.0
1200,48,7,1,3,SR,-0.6,0.2,0.6129032258064516,0.0
1201,49,7,2,3,SR,-0.6,0.2,0.4838709677419355,1.0
1202,50,7,3,3,SR,-0.6,0.2,0.4516129032258064,1.0
1203,51,7,4,3,SR,-0.6,0.2,0.5483870967741935,1.0
1204,52,7,5,3,SR,-0.6,0.2,0.4516129032258064,1.0
1205,53,7,6,3,SR,-0.6,0.2,0.4193548387096774,1.0
1206,54,7,7,3,SR,-0.6,0.2,0.5161290322580645,1.0
1207,55,7,8,3,SR,-0.6,0.2,0.935483870967742,1.0
1208,56,8,1,3,SR,-0.6,0.2,0.8064516129032258,0.0
1209,57,8,2,3,SR,-0.6,0.2,0.7741935483870968,1.0
1210,58,8,3,3,SR,-0.6,0.2,0.5483870967741935,1.0
1211,59,8,4,3,SR,-0.6,0.2,0.3870967741935484,1.0
1212,60,8,5,3,SR,-0.6,0.2,0.5161290322580645,1.0
1213,61,8,6,3,SR,-0.6,0.2,0.6451612903225806,1.0
1214,62,8,7,3,SR,-0.6,0.2,0.8064516129032258,1.0
1215,63,8,8,3,SR,-0.6,0.2,0.9032258064516128,1.0
1216,0,1,1,3,SR,-0.5,0.2,0.5483870967741935,0.0
1217,1,1,2,3,SR,-0.5,0.2,0.6451612903225806,0.0
1218,2,1,3,3,SR,-0.5,0.2,0.5161290322580645,0.0
1219,3,1,4,3,SR,-0.5,0.2,0.5483870967741935,0.0
1220,4,1,5,3,SR,-0.5,0.2,0.4516129032258064,1.0
1221,5,1,6,3,SR,-0.5,0.2,0.4516129032258064,1.0
1222,6,1,7,3,SR,-0.5,0.2,0.4516129032258064,1.0
1223,7,1,8,3,SR,-0.5,0.2,0.5483870967741935,1.0
1224,8,2,1,3,SR,-0.5,0.2,0.6129032258064516,0.0
1225,9,2,2,3,SR,-0.5,0.2,0.5483870967741935,0.0
1226,10,2,3,3,SR,-0.5,0.2,0.4838709677419355,0.0
1227,11,2,4,3,SR,-0.5,0.2,0.7096774193548387,0.0
1228,12,2,5,3,SR,-0.5,0.2,0.4838709677419355,1.0
1229,13,2,6,3,SR,-0.5,0.2,0.4838709677419355,1.0
1230,14,2,7,3,SR,-0.5,0.2,0.2903225806451613,1.0
1231,15,2,8,3,SR,-0.5,0.2,0.4516129032258064,1.0
1232,16,3,1,3,SR,-0.5,0.2,0.5483870967741935,0.0
1233,17,3,2,3,SR,-0.5,0.2,0.4838709677419355,0.0
1234,18,3,3,3,SR,-0.5,0.2,0.5483870967741935,0.0
1235,19,3,4,3,SR,-0.5,0.2,0.5806451612903226,1.0
1236,20,3,5,3,SR,-0.5,0.2,0.4516129032258064,1.0
1237,21,3,6,3,SR,-0.5,0.2,0.3870967741935484,1.0
1238,22,3,7,3,SR,-0.5,0.2,0.3870967741935484,1.0
1239,23,3,8,3,SR,-0.5,0.2,0.4838709677419355,1.0
1240,24,4,1,3,SR,-0.5,0.2,0.4516129032258064,0.0
1241,25,4,2,3,SR,-0.5,0.2,0.5161290322580645,0.0
1242,26,4,3,3,SR,-0.5,0.2,0.4838709677419355,0.0
1243,27,4,4,3,SR,-0.5,0.2,0.5161290322580645,1.0
1244,28,4,5,3,SR,-0.5,0.2,0.4838709677419355,1.0
1245,29,4,6,3,SR,-0.5,0.2,0.4193548387096774,1.0
1246,30,4,7,3,SR,-0.5,0.2,0.5483870967741935,1.0
1247,31,4,8,3,SR,-0.5,0.2,0.5483870967741935,1.0
1248,32,5,1,3,SR,-0.5,0.2,0.5161290322580645,0.0
1249,33,5,2,3,SR,-0.5,0.2,0.5483870967741935,0.0
1250,34,5,3,3,SR,-0.5,0.2,0.5483870967741935,1.0
1251,35,5,4,3,SR,-0.5,0.2,0.5483870967741935,1.0
1252,36,5,5,3,SR,-0.5,0.2,0.4516129032258064,1.0
1253,37,5,6,3,SR,-0.5,0.2,0.4193548387096774,1.0
1254,38,5,7,3,SR,-0.5,0.2,0.5483870967741935,1.0
1255,39,5,8,3,SR,-0.5,0.2,0.5161290322580645,1.0
1256,40,6,1,3,SR,-0.5,0.2,0.5806451612903226,0.0
1257,41,6,2,3,SR,-0.5,0.2,0.4838709677419355,0.0
1258,42,6,3,3,SR,-0.5,0.2,0.4838709677419355,1.0
1259,43,6,4,3,SR,-0.5,0.2,0.4838709677419355,1.0
1260,44,6,5,3,SR,-0.5,0.2,0.4516129032258064,1.0
1261,45,6,6,3,SR,-0.5,0.2,0.6774193548387096,1.0
1262,46,6,7,3,SR,-0.5,0.2,0.6451612903225806,1.0
1263,47,6,8,3,SR,-0.5,0.2,0.4516129032258064,1.0
1264,48,7,1,3,SR,-0.5,0.2,0.5806451612903226,0.0
1265,49,7,2,3,SR,-0.5,0.2,0.5483870967741935,1.0
1266,50,7,3,3,SR,-0.5,0.2,0.5483870967741935,1.0
1267,51,7,4,3,SR,-0.5,0.2,0.4193548387096774,1.0
1268,52,7,5,3,SR,-0.5,0.2,0.5161290322580645,1.0
1269,53,7,6,3,SR,-0.5,0.2,0.4193548387096774,1.0
1270,54,7,7,3,SR,-0.5,0.2,0.6451612903225806,1.0
1271,55,7,8,3,SR,-0.5,0.2,0.7096774193548387,1.0
1272,56,8,1,3,SR,-0.5,0.2,0.7741935483870968,0.0
1273,57,8,2,3,SR,-0.5,0.2,0.8387096774193549,1.0
1274,58,8,3,3,SR,-0.5,0.2,0.5161290322580645,1.0
1275,59,8,4,3,SR,-0.5,0.2,0.4516129032258064,1.0
1276,60,8,5,3,SR,-0.5,0.2,0.4838709677419355,1.0
1277,61,8,6,3,SR,-0.5,0.2,0.5161290322580645,1.0
1278,62,8,7,3,SR,-0.5,0.2,0.5806451612903226,1.0
1279,63,8,8,3,SR,-0.5,0.2,0.7741935483870968,1.0
1280,0,1,1,3,SR,-0.4,0.2,0.6774193548387096,0.0
1281,1,1,2,3,SR,-0.4,0.2,0.5806451612903226,0.0
1282,2,1,3,3,SR,-0.4,0.2,0.6774193548387096,0.0
1283,3,1,4,3,SR,-0.4,0.2,0.6774193548387096,0.0
1284,4,1,5,3,SR,-0.4,0.2,0.6774193548387096,1.0
1285,5,1,6,3,SR,-0.4,0.2,0.6774193548387096,1.0
1286,6,1,7,3,SR,-0.4,0.2,0.5483870967741935,1.0
1287,7,1,8,3,SR,-0.4,0.2,0.5161290322580645,1.0
1288,8,2,1,3,SR,-0.4,0.2,0.7419354838709677,0.0
1289,9,2,2,3,SR,-0.4,0.2,0.4516129032258064,0.0
1290,10,2,3,3,SR,-0.4,0.2,0.5161290322580645,0.0
1291,11,2,4,3,SR,-0.4,0.2,0.6129032258064516,0.0
1292,12,2,5,3,SR,-0.4,0.2,0.4838709677419355,1.0
1293,13,2,6,3,SR,-0.4,0.2,0.5483870967741935,1.0
1294,14,2,7,3,SR,-0.4,0.2,0.4516129032258064,1.0
1295,15,2,8,3,SR,-0.4,0.2,0.3225806451612903,1.0
1296,16,3,1,3,SR,-0.4,0.2,0.5806451612903226,0.0
1297,17,3,2,3,SR,-0.4,0.2,0.4193548387096774,0.0
1298,18,3,3,3,SR,-0.4,0.2,0.3870967741935484,0.0
1299,19,3,4,3,SR,-0.4,0.2,0.3225806451612903,1.0
1300,20,3,5,3,SR,-0.4,0.2,0.3870967741935484,1.0
1301,21,3,6,3,SR,-0.4,0.2,0.4193548387096774,1.0
1302,22,3,7,3,SR,-0.4,0.2,0.5806451612903226,1.0
1303,23,3,8,3,SR,-0.4,0.2,0.6129032258064516,1.0
1304,24,4,1,3,SR,-0.4,0.2,0.6774193548387096,0.0
1305,25,4,2,3,SR,-0.4,0.2,0.6774193548387096,0.0
1306,26,4,3,3,SR,-0.4,0.2,0.4838709677419355,0.0
1307,27,4,4,3,SR,-0.4,0.2,0.5161290322580645,1.0
1308,28,4,5,3,SR,-0.4,0.2,0.3870967741935484,1.0
1309,29,4,6,3,SR,-0.4,0.2,0.4516129032258064,1.0
1310,30,4,7,3,SR,-0.4,0.2,0.5483870967741935,1.0
1311,31,4,8,3,SR,-0.4,0.2,0.5806451612903226,1.0
1312,32,5,1,3,SR,-0.4,0.2,0.6129032258064516,0.0
1313,33,5,2,3,SR,-0.4,0.2,0.7096774193548387,0.0
1314,34,5,3,3,SR,-0.4,0.2,0.6774193548387096,1.0
1315,35,5,4,3,SR,-0.4,0.2,0.6129032258064516,1.0
1316,36,5,5,3,SR,-0.4,0.2,0.4516129032258064,1.0
1317,37,5,6,3,SR,-0.4,0.2,0.5483870967741935,1.0
1318,38,5,7,3,SR,-0.4,0.2,0.5806451612903226,1.0
1319,39,5,8,3,SR,-0.4,0.2,0.6451612903225806,1.0
1320,40,6,1,3,SR,-0.4,0.2,0.5806451612903226,0.0
1321,41,6,2,3,SR,-0.4,0.2,0.6774193548387096,0.0
1322,42,6,3,3,SR,-0.4,0.2,0.6129032258064516,1.0
1323,43,6,4,3,SR,-0.4,0.2,0.6129032258064516,1.0
1324,44,6,5,3,SR,-0.4,0.2,0.4516129032258064,1.0
1325,45,6,6,3,SR,-0.4,0.2,0.5483870967741935,1.0
1326,46,6,7,3,SR,-0.4,0.2,0.4516129032258064,1.0
1327,47,6,8,3,SR,-0.4,0.2,0.5483870967741935,1.0
1328,48,7,1,3,SR,-0.4,0.2,0.6451612903225806,0.0
1329,49,7,2,3,SR,-0.4,0.2,0.5161290322580645,1.0
1330,50,7,3,3,SR,-0.4,0.2,0.6129032258064516,1.0
1331,51,7,4,3,SR,-0.4,0.2,0.6451612903225806,1.0
1332,52,7,5,3,SR,-0.4,0.2,0.6129032258064516,1.0
1333,53,7,6,3,SR,-0.4,0.2,0.6129032258064516,1.0
1334,54,7,7,3,SR,-0.4,0.2,0.6129032258064516,1.0
1335,55,7,8,3,SR,-0.4,0.2,0.6129032258064516,1.0
1336,56,8,1,3,SR,-0.4,0.2,0.7419354838709677,0.0
1337,57,8,2,3,SR,-0.4,0.2,0.7096774193548387,1.0
1338,58,8,3,3,SR,-0.4,0.2,0.7096774193548387,1.0
1339,59,8,4,3,SR,-0.4,0.2,0.6451612903225806,1.0
1340,60,8,5,3,SR,-0.4,0.2,0.6451612903225806,1.0
1341,61,8,6,3,SR,-0.4,0.2,0.6129032258064516,1.0
1342,62,8,7,3,SR,-0.4,0.2,0.6451612903225806,1.0
1343,63,8,8,3,SR,-0.4,0.2,0.7096774193548387,1.0
1344,0,1,1,3,SR,-0.3,0.2,0.5806451612903226,0.0
1345,1,1,2,3,SR,-0.3,0.2,0.4516129032258064,0.0
1346,2,1,3,3,SR,-0.3,0.2,0.6774193548387096,0.0
1347,3,1,4,3,SR,-0.3,0.2,0.6451612903225806,0.0
1348,4,1,5,3,SR,-0.3,0.2,0.7096774193548387,1.0
1349,5,1,6,3,SR,-0.3,0.2,0.6129032258064516,1.0
1350,6,1,7,3,SR,-0.3,0.2,0.5161290322580645,1.0
1351,7,1,8,3,SR,-0.3,0.2,0.5483870967741935,1.0
1352,8,2,1,3,SR,-0.3,0.2,0.8064516129032258,0.0
1353,9,2,2,3,SR,-0.3,0.2,0.5483870967741935,0.0
1354,10,2,3,3,SR,-0.3,0.2,0.6451612903225806,0.0
1355,11,2,4,3,SR,-0.3,0.2,0.6451612903225806,0.0
1356,12,2,5,3,SR,-0.3,0.2,0.6129032258064516,1.0
1357,13,2,6,3,SR,-0.3,0.2,0.4516129032258064,1.0
1358,14,2,7,3,SR,-0.3,0.2,0.4838709677419355,1.0
1359,15,2,8,3,SR,-0.3,0.2,0.5806451612903226,1.0
1360,16,3,1,3,SR,-0.3,0.2,0.7741935483870968,0.0
1361,17,3,2,3,SR,-0.3,0.2,0.6129032258064516,0.0
1362,18,3,3,3,SR,-0.3,0.2,0.6451612903225806,0.0
1363,19,3,4,3,SR,-0.3,0.2,0.3870967741935484,1.0
1364,20,3,5,3,SR,-0.3,0.2,0.4193548387096774,1.0
1365,21,3,6,3,SR,-0.3,0.2,0.4516129032258064,1.0
1366,22,3,7,3,SR,-0.3,0.2,0.5483870967741935,1.0
1367,23,3,8,3,SR,-0.3,0.2,0.5806451612903226,1.0
1368,24,4,1,3,SR,-0.3,0.2,0.7419354838709677,0.0
1369,25,4,2,3,SR,-0.3,0.2,0.5161290322580645,0.0
1370,26,4,3,3,SR,-0.3,0.2,0.5806451612903226,0.0
1371,27,4,4,3,SR,-0.3,0.2,0.3548387096774194,1.0
1372,28,4,5,3,SR,-0.3,0.2,0.5483870967741935,1.0
1373,29,4,6,3,SR,-0.3,0.2,0.5483870967741935,1.0
1374,30,4,7,3,SR,-0.3,0.2,0.5806451612903226,1.0
1375,31,4,8,3,SR,-0.3,0.2,0.5806451612903226,1.0
1376,32,5,1,3,SR,-0.3,0.2,0.6774193548387096,0.0
1377,33,5,2,3,SR,-0.3,0.2,0.3870967741935484,0.0
1378,34,5,3,3,SR,-0.3,0.2,0.5806451612903226,1.0
1379,35,5,4,3,SR,-0.3,0.2,0.5806451612903226,1.0
1380,36,5,5,3,SR,-0.3,0.2,0.5161290322580645,1.0
1381,37,5,6,3,SR,-0.3,0.2,0.4838709677419355,1.0
1382,38,5,7,3,SR,-0.3,0.2,0.5161290322580645,1.0
1383,39,5,8,3,SR,-0.3,0.2,0.6129032258064516,1.0
1384,40,6,1,3,SR,-0.3,0.2,0.5483870967741935,0.0
1385,41,6,2,3,SR,-0.3,0.2,0.4838709677419355,0.0
1386,42,6,3,3,SR,-0.3,0.2,0.5806451612903226,1.0
1387,43,6,4,3,SR,-0.3,0.2,0.6129032258064516,1.0
1388,44,6,5,3,SR,-0.3,0.2,0.5161290322580645,1.0
1389,45,6,6,3,SR,-0.3,0.2,0.4516129032258064,1.0
1390,46,6,7,3,SR,-0.3,0.2,0.5161290322580645,1.0
1391,47,6,8,3,SR,-0.3,0.2,0.7096774193548387,1.0
1392,48,7,1,3,SR,-0.3,0.2,0.6129032258064516,0.0
1393,49,7,2,3,SR,-0.3,0.2,0.5806451612903226,1.0
1394,50,7,3,3,SR,-0.3,0.2,0.7741935483870968,1.0
1395,51,7,4,3,SR,-0.3,0.2,0.6451612903225806,1.0
1396,52,7,5,3,SR,-0.3,0.2,0.5161290322580645,1.0
1397,53,7,6,3,SR,-0.3,0.2,0.4193548387096774,1.0
1398,54,7,7,3,SR,-0.3,0.2,0.4516129032258064,1.0
1399,55,7,8,3,SR,-0.3,0.2,0.5161290322580645,1.0
1400,56,8,1,3,SR,-0.3,0.2,0.7741935483870968,0.0
1401,57,8,2,3,SR,-0.3,0.2,0.6451612903225806,1.0
1402,58,8,3,3,SR,-0.3,0.2,0.7096774193548387,1.0
1403,59,8,4,3,SR,-0.3,0.2,0.5806451612903226,1.0
1404,60,8,5,3,SR,-0.3,0.2,0.5483870967741935,1.0
1405,61,8,6,3,SR,-0.3,0.2,0.5483870967741935,1.0
1406,62,8,7,3,SR,-0.3,0.2,0.6129032258064516,1.0
1407,63,8,8,3,SR,-0.3,0.2,0.6129032258064516,1.0
1408,0,1,1,3,SR,-0.2,0.2,0.6451612903225806,0.0
1409,1,1,2,3,SR,-0.2,0.2,0.5806451612903226,0.0
1410,2,1,3,3,SR,-0.2,0.2,0.5806451612903226,0.0
1411,3,1,4,3,SR,-0.2,0.2,0.4516129032258064,0.0
1412,4,1,5,3,SR,-0.2,0.2,0.6774193548387096,1.0
1413,5,1,6,3,SR,-0.2,0.2,0.6451612903225806,1.0
1414,6,1,7,3,SR,-0.2,0.2,0.7096774193548387,1.0
1415,7,1,8,3,SR,-0.2,0.2,0.6774193548387096,1.0
1416,8,2,1,3,SR,-0.2,0.2,0.7096774193548387,0.0
1417,9,2,2,3,SR,-0.2,0.2,0.5806451612903226,0.0
1418,10,2,3,3,SR,-0.2,0.2,0.6129032258064516,0.0
1419,11,2,4,3,SR,-0.2,0.2,0.6774193548387096,0.0
1420,12,2,5,3,SR,-0.2,0.2,0.5483870967741935,1.0
1421,13,2,6,3,SR,-0.2,0.2,0.7096774193548387,1.0
1422,14,2,7,3,SR,-0.2,0.2,0.5806451612903226,1.0
1423,15,2,8,3,SR,-0.2,0.2,0.7419354838709677,1.0
1424,16,3,1,3,SR,-0.2,0.2,0.6774193548387096,0.0
1425,17,3,2,3,SR,-0.2,0.2,0.5806451612903226,0.0
1426,18,3,3,3,SR,-0.2,0.2,0.7419354838709677,0.0
1427,19,3,4,3,SR,-0.2,0.2,0.5806451612903226,1.0
1428,20,3,5,3,SR,-0.2,0.2,0.5806451612903226,1.0
1429,21,3,6,3,SR,-0.2,0.2,0.5806451612903226,1.0
1430,22,3,7,3,SR,-0.2,0.2,0.6774193548387096,1.0
1431,23,3,8,3,SR,-0.2,0.2,0.5483870967741935,1.0
1432,24,4,1,3,SR,-0.2,0.2,0.6451612903225806,0.0
1433,25,4,2,3,SR,-0.2,0.2,0.4838709677419355,0.0
1434,26,4,3,3,SR,-0.2,0.2,0.7096774193548387,0.0
1435,27,4,4,3,SR,-0.2,0.2,0.6774193548387096,1.0
1436,28,4,5,3,SR,-0.2,0.2,0.6451612903225806,1.0
1437,29,4,6,3,SR,-0.2,0.2,0.6451612903225806,1.0
1438,30,4,7,3,SR,-0.2,0.2,0.6129032258064516,1.0
1439,31,4,8,3,SR,-0.2,0.2,0.6451612903225806,1.0
1440,32,5,1,3,SR,-0.2,0.2,0.6129032258064516,0.0
1441,33,5,2,3,SR,-0.2,0.2,0.7419354838709677,0.0
1442,34,5,3,3,SR,-0.2,0.2,0.7419354838709677,1.0
1443,35,5,4,3,SR,-0.2,0.2,0.5806451612903226,1.0
1444,36,5,5,3,SR,-0.2,0.2,0.5806451612903226,1.0
1445,37,5,6,3,SR,-0.2,0.2,0.4838709677419355,1.0
1446,38,5,7,3,SR,-0.2,0.2,0.5483870967741935,1.0
1447,39,5,8,3,SR,-0.2,0.2,0.6451612903225806,1.0
1448,40,6,1,3,SR,-0.2,0.2,0.6451612903225806,0.0
1449,41,6,2,3,SR,-0.2,0.2,0.6451612903225806,0.0
1450,42,6,3,3,SR,-0.2,0.2,0.5483870967741935,1.0
1451,43,6,4,3,SR,-0.2,0.2,0.5161290322580645,1.0
1452,44,6,5,3,SR,-0.2,0.2,0.4838709677419355,1.0
1453,45,6,6,3,SR,-0.2,0.2,0.5161290322580645,1.0
1454,46,6,7,3,SR,-0.2,0.2,0.5806451612903226,1.0
1455,47,6,8,3,SR,-0.2,0.2,0.4838709677419355,1.0
1456,48,7,1,3,SR,-0.2,0.2,0.7419354838709677,0.0
1457,49,7,2,3,SR,-0.2,0.2,0.6774193548387096,1.0
1458,50,7,3,3,SR,-0.2,0.2,0.7096774193548387,1.0
1459,51,7,4,3,SR,-0.2,0.2,0.6129032258064516,1.0
1460,52,7,5,3,SR,-0.2,0.2,0.5483870967741935,1.0
1461,53,7,6,3,SR,-0.2,0.2,0.5806451612903226,1.0
1462,54,7,7,3,SR,-0.2,0.2,0.6451612903225806,1.0
1463,55,7,8,3,SR,-0.2,0.2,0.4838709677419355,1.0
1464,56,8,1,3,SR,-0.2,0.2,0.7419354838709677,0.0
1465,57,8,2,3,SR,-0.2,0.2,0.5806451612903226,1.0
1466,58,8,3,3,SR,-0.2,0.2,0.6129032258064516,1.0
1467,59,8,4,3,SR,-0.2,0.2,0.7096774193548387,1.0
1468,60,8,5,3,SR,-0.2,0.2,0.6774193548387096,1.0
1469,61,8,6,3,SR,-0.2,0.2,0.6774193548387096,1.0
1470,62,8,7,3,SR,-0.2,0.2,0.6129032258064516,1.0
1471,63,8,8,3,SR,-0.2,0.2,0.6451612903225806,1.0
1472,0,1,1,3,SR,-0.1,0.2,0.6129032258064516,0.0
1473,1,1,2,3,SR,-0.1,0.2,0.5806451612903226,0.0
1474,2,1,3,3,SR,-0.1,0.2,0.5161290322580645,0.0
1475,3,1,4,3,SR,-0.1,0.2,0.5483870967741935,0.0
1476,4,1,5,3,SR,-0.1,0.2,0.6129032258064516,1.0
1477,5,1,6,3,SR,-0.1,0.2,0.6129032258064516,1.0
1478,6,1,7,3,SR,-0.1,0.2,0.6451612903225806,1.0
1479,7,1,8,3,SR,-0.1,0.2,0.7096774193548387,1.0
1480,8,2,1,3,SR,-0.1,0.2,0.6774193548387096,0.0
1481,9,2,2,3,SR,-0.1,0.2,0.6129032258064516,0.0
1482,10,2,3,3,SR,-0.1,0.2,0.6774193548387096,0.0
1483,11,2,4,3,SR,-0.1,0.2,0.6129032258064516,0.0
1484,12,2,5,3,SR,-0.1,0.2,0.6451612903225806,1.0
1485,13,2,6,3,SR,-0.1,0.2,0.5483870967741935,1.0
1486,14,2,7,3,SR,-0.1,0.2,0.6129032258064516,1.0
1487,15,2,8,3,SR,-0.1,0.2,0.6129032258064516,1.0
1488,16,3,1,3,SR,-0.1,0.2,0.6451612903225806,0.0
1489,17,3,2,3,SR,-0.1,0.2,0.5806451612903226,0.0
1490,18,3,3,3,SR,-0.1,0.2,0.5483870967741935,0.0
1491,19,3,4,3,SR,-0.1,0.2,0.6774193548387096,1.0
1492,20,3,5,3,SR,-0.1,0.2,0.5806451612903226,1.0
1493,21,3,6,3,SR,-0.1,0.2,0.5806451612903226,1.0
1494,22,3,7,3,SR,-0.1,0.2,0.5483870967741935,1.0
1495,23,3,8,3,SR,-0.1,0.2,0.6129032258064516,1.0
1496,24,4,1,3,SR,-0.1,0.2,0.5806451612903226,0.0
1497,25,4,2,3,SR,-0.1,0.2,0.6451612903225806,0.0
1498,26,4,3,3,SR,-0.1,0.2,0.5483870967741935,0.0
1499,27,4,4,3,SR,-0.1,0.2,0.6451612903225806,1.0
1500,28,4,5,3,SR,-0.1,0.2,0.6129032258064516,1.0
1501,29,4,6,3,SR,-0.1,0.2,0.5161290322580645,1.0
1502,30,4,7,3,SR,-0.1,0.2,0.6451612903225806,1.0
1503,31,4,8,3,SR,-0.1,0.2,0.4838709677419355,1.0
1504,32,5,1,3,SR,-0.1,0.2,0.6451612903225806,0.0
1505,33,5,2,3,SR,-0.1,0.2,0.7096774193548387,0.0
1506,34,5,3,3,SR,-0.1,0.2,0.6774193548387096,1.0
1507,35,5,4,3,SR,-0.1,0.2,0.6129032258064516,1.0
1508,36,5,5,3,SR,-0.1,0.2,0.5806451612903226,1.0
1509,37,5,6,3,SR,-0.1,0.2,0.4193548387096774,1.0
1510,38,5,7,3,SR,-0.1,0.2,0.5483870967741935,1.0
1511,39,5,8,3,SR,-0.1,0.2,0.5806451612903226,1.0
1512,40,6,1,3,SR,-0.1,0.2,0.6774193548387096,0.0
1513,41,6,2,3,SR,-0.1,0.2,0.7419354838709677,0.0
1514,42,6,3,3,SR,-0.1,0.2,0.6451612903225806,1.0
1515,43,6,4,3,SR,-0.1,0.2,0.6129032258064516,1.0
1516,44,6,5,3,SR,-0.1,0.2,0.7419354838709677,1.0
1517,45,6,6,3,SR,-0.1,0.2,0.4838709677419355,1.0
1518,46,6,7,3,SR,-0.1,0.2,0.5806451612903226,1.0
1519,47,6,8,3,SR,-0.1,0.2,0.6451612903225806,1.0
1520,48,7,1,3,SR,-0.1,0.2,0.8387096774193549,0.0
1521,49,7,2,3,SR,-0.1,0.2,0.7419354838709677,1.0
1522,50,7,3,3,SR,-0.1,0.2,0.6451612903225806,1.0
1523,51,7,4,3,SR,-0.1,0.2,0.5806451612903226,1.0
1524,52,7,5,3,SR,-0.1,0.2,0.4838709677419355,1.0
1525,53,7,6,3,SR,-0.1,0.2,0.5806451612903226,1.0
1526,54,7,7,3,SR,-0.1,0.2,0.6774193548387096,1.0
1527,55,7,8,3,SR,-0.1,0.2,0.7741935483870968,1.0
1528,56,8,1,3,SR,-0.1,0.2,0.8709677419354839,0.0
1529,57,8,2,3,SR,-0.1,0.2,0.6774193548387096,1.0
1530,58,8,3,3,SR,-0.1,0.2,0.7419354838709677,1.0
1531,59,8,4,3,SR,-0.1,0.2,0.8064516129032258,1.0
1532,60,8,5,3,SR,-0.1,0.2,0.9032258064516128,1.0
1533,61,8,6,3,SR,-0.1,0.2,0.967741935483871,1.0
1534,62,8,7,3,SR,-0.1,0.2,0.7741935483870968,1.0
1535,63,8,8,3,SR,-0.1,0.2,0.7419354838709677,1.0
1536,0,1,1,3,SR,0.0,0.2,0.5161290322580645,0.0
1537,1,1,2,3,SR,0.0,0.2,0.5161290322580645,0.0
1538,2,1,3,3,SR,0.0,0.2,0.6129032258064516,0.0
1539,3,1,4,3,SR,0.0,0.2,0.6451612903225806,0.0
1540,4,1,5,3,SR,0.0,0.2,0.6451612903225806,1.0
1541,5,1,6,3,SR,0.0,0.2,0.5161290322580645,1.0
1542,6,1,7,3,SR,0.0,0.2,0.7096774193548387,1.0
1543,7,1,8,3,SR,0.0,0.2,0.7096774193548387,1.0
1544,8,2,1,3,SR,0.0,0.2,0.6129032258064516,0.0
1545,9,2,2,3,SR,0.0,0.2,0.7096774193548387,0.0
1546,10,2,3,3,SR,0.0,0.2,0.8064516129032258,0.0
1547,11,2,4,3,SR,0.0,0.2,0.7096774193548387,0.0
1548,12,2,5,3,SR,0.0,0.2,0.6451612903225806,1.0
1549,13,2,6,3,SR,0.0,0.2,0.5161290322580645,1.0
1550,14,2,7,3,SR,0.0,0.2,0.6451612903225806,1.0
1551,15,2,8,3,SR,0.0,0.2,0.7096774193548387,1.0
1552,16,3,1,3,SR,0.0,0.2,0.6129032258064516,0.0
1553,17,3,2,3,SR,0.0,0.2,0.6451612903225806,0.0
1554,18,3,3,3,SR,0.0,0.2,0.6774193548387096,0.0
1555,19,3,4,3,SR,0.0,0.2,0.6774193548387096,1.0
1556,20,3,5,3,SR,0.0,0.2,0.6774193548387096,1.0
1557,21,3,6,3,SR,0.0,0.2,0.6451612903225806,1.0
1558,22,3,7,3,SR,0.0,0.2,0.7096774193548387,1.0
1559,23,3,8,3,SR,0.0,0.2,0.7096774193548387,1.0
1560,24,4,1,3,SR,0.0,0.2,0.6451612903225806,0.0
1561,25,4,2,3,SR,0.0,0.2,0.6451612903225806,0.0
1562,26,4,3,3,SR,0.0,0.2,0.7741935483870968,0.0
1563,27,4,4,3,SR,0.0,0.2,0.8064516129032258,1.0
1564,28,4,5,3,SR,0.0,0.2,0.6774193548387096,1.0
1565,29,4,6,3,SR,0.0,0.2,0.7096774193548387,1.0
1566,30,4,7,3,SR,0.0,0.2,0.6774193548387096,1.0
1567,31,4,8,3,SR,0.0,0.2,0.7096774193548387,1.0
1568,32,5,1,3,SR,0.0,0.2,0.8387096774193549,0.0
1569,33,5,2,3,SR,0.0,0.2,0.7419354838709677,0.0
1570,34,5,3,3,SR,0.0,0.2,0.7096774193548387,1.0
1571,35,5,4,3,SR,0.0,0.2,0.5483870967741935,1.0
1572,36,5,5,3,SR,0.0,0.2,0.6451612903225806,1.0
1573,37,5,6,3,SR,0.0,0.2,0.6129032258064516,1.0
1574,38,5,7,3,SR,0.0,0.2,0.6774193548387096,1.0
1575,39,5,8,3,SR,0.0,0.2,0.8064516129032258,1.0
1576,40,6,1,3,SR,0.0,0.2,0.8387096774193549,0.0
1577,41,6,2,3,SR,0.0,0.2,0.8709677419354839,0.0
1578,42,6,3,3,SR,0.0,0.2,0.7419354838709677,1.0
1579,43,6,4,3,SR,0.0,0.2,0.7096774193548387,1.0
1580,44,6,5,3,SR,0.0,0.2,0.7419354838709677,1.0
1581,45,6,6,3,SR,0.0,0.2,0.6451612903225806,1.0
